year,data_type,scenario,station_count,chla,chla_lower,chla_upper,chloride,chloride_lower,chloride_upper,chromium,chromium_lower,chromium_upper,copper,copper_lower,copper_upper,dissolved_oxygen,dissolved_oxygen_lower,dissolved_oxygen_upper,conductivity,conductivity_lower,conductivity_upper,iron,iron_lower,iron_upper,manganese,manganese_lower,manganese_upper,lead,lead_lower,lead_upper,pH,pH_lower,pH_upper,tds,tds_lower,tds_upper,temperature,temperature_lower,temperature_upper,total_nitrogen,total_nitrogen_lower,total_nitrogen_upper,total_phosphorus,total_phosphorus_lower,total_phosphorus_upper,tss,tss_lower,tss_upper,turbidity,turbidity_lower,turbidity_upper,zinc,zinc_lower,zinc_upper
2059,Future Projection,Petroleum Impact,18,0.047197711349770737,0.0,0.17935130312912884,55.0550869139207,8.3959586096555,109.63344629928875,0.12018933559068258,0.022702430056017825,0.311156835473656,0.10779914057647198,0.03043740439806268,0.29169179214810076,4.165460418358361,2.008797794827365,5.746892793639867,487.44841846888323,110.59645094638746,1050.5445388403168,28.959616678341384,9.0961169130402,49.023327571450665,6.792200673496968,2.402847560435852,10.878888777467111,0.21740997962947473,0.09938741925918844,0.5503578341477561,7.123289966433697,6.714289966433697,7.663289966433697,366.9086843845595,147.877989967019,621.6592843327112,22.297993475735886,20.495980065989414,24.218764216210637,0.3158391606053415,0.08183105524774757,1.477265892104075,0.06586747624721283,0.02395180954444103,0.2383205049671883,179.27599582311328,84.6286783111103,506.4830440984064,111.56863872371493,58.164400082125844,258.04470935160884,1.2237503961741314,0.629823537230953,2.927210947648523
2060,Future Projection,Petroleum Impact,18,0.04728561000445825,0.0,0.17968531801694138,55.10895358321339,8.404173333329055,109.74071320097316,0.12040688476103417,0.022743522677084235,0.31172004610356624,0.10796343482210857,0.030483793361536542,0.2921363530480586,4.162184933590533,2.0072181887531837,5.742373759027285,487.8449980654614,110.68643030468976,1051.3992436944416,29.021334673000652,9.115502324846393,49.12780483379982,6.806700912688561,2.4079772475640917,10.902113428356408,0.2177155927111309,0.09952712809651697,0.5511314718344628,7.123097489669014,6.714097489669014,7.663097489669015,367.21356751651444,148.00086932814392,622.1758527261092,22.303023328118726,20.500599070642533,24.22423199224808,0.316529792892172,0.08200999179479002,1.4804961676638413,0.06594578901545164,0.02398028691470969,0.23860385480136145,179.59973971900592,84.78150422567231,507.397671810539,111.73249698334472,58.24982478102774,258.42369360260193,1.2271643171374411,0.631580568553403,2.9353770465927598
2061,Future Projection,Petroleum Impact,18,0.047369221791171034,0.0,0.18000304280645,55.160193144044456,8.411987420201484,109.8427486341304,0.12061382393314833,0.022782611187372463,0.3122557886269285,0.10811971634283424,0.030527919908564963,0.292559232457081,4.159069196099873,2.005715620976302,5.73807512033346,488.22223624688326,110.7720213179046,1052.2122641009485,29.080042645541724,9.133942298962506,49.22718667993764,6.820493966869904,2.412856756898955,10.924205399656064,0.21800630086691455,0.09966002325344664,0.5518673787659608,7.122914400106916,6.7139144001069155,7.662914400106916,367.503581322664,148.1177557921098,622.6672277816763,22.30780787170618,20.504992803780482,24.229433101701478,0.3171867426449153,0.08218020150345533,1.4835689008255364,0.0660202824249145,0.02400737542724164,0.23887338550105433,179.90769443878145,84.92687673242993,508.26769260278314,111.88836378135204,58.33108326820233,258.7841945735689,1.2304117392106608,0.6332519084470869,2.9431448801919013
2062,Future Projection,Petroleum Impact,18,0.04744875578292732,0.0,0.18030527197512383,55.208933722005455,8.419420409560145,109.93980774049125,0.12081067056274512,0.02281979332851853,0.31276540267910685,0.1082683759238542,0.030569894378500016,0.29296148779395853,4.156105414919736,2.0042863342946258,5.733986128722596,488.5810763050969,110.85343800814739,1052.9856330343375,29.135887396475574,9.151482944928784,49.321721616245114,6.833614325860928,2.417498289755404,10.945219932801521,0.21828283101863832,0.0997864370370918,0.5525673950928959,7.122740239928127,6.713740239928128,7.662740239928128,367.7794509885849,148.22894163595996,623.1346381929975,22.312359070349373,20.509172252024708,24.234380550053597,0.31781165258014327,0.08234210998667349,1.4864917750225797,0.06609114274792696,0.024033142817427987,0.2391297710334085,180.20063002964582,85.0651593383712,509.0952819802933,112.03662886591933,58.40837873219323,259.12711370471385,1.233500782640481,0.634841736132301,2.9505338720760306
2063,Future Projection,Petroleum Impact,18,0.047524410856133896,0.0,0.18059276125330884,55.255297193929124,8.4264908877501,110.03213321837741,0.1209979168689314,0.0228551620752426,0.31325016256067795,0.10840978529155434,0.030609821729380052,0.2933441249065589,4.153286179053408,2.002926754746968,5.730096559585805,488.92241552715916,110.93088395955179,1053.721284319772,29.189008566767765,9.168168123496656,49.411646029304094,6.846094797393205,2.4219134523832446,10.965209575071626,0.21854587463571962,0.09990668554775753,0.5532332712207073,7.12257457364149,6.713574573641489,7.66257457364149,368.041866332136,148.33470488221818,623.5792527295641,22.31668830441552,20.51314786617279,24.239086708502334,0.3184060852981949,0.08249612209998686,1.4892720989629213,0.06615854717220604,0.02405765351716583,0.23937365249580006,180.47927898315956,85.19669782203918,509.8825093475852,112.1776629769858,58.48190445192179,259.4533084724831,1.236439171644486,0.6363540270063623,2.9575624985736115
2064,Future Projection,Petroleum Impact,18,0.04759637618788075,0.0,0.18086622951394685,55.29939949264494,8.433216534649679,110.11995592957383,0.12117603106500485,0.022888805867834254,0.3137112804238459,0.10854429804301076,0.030647801800379515,0.2937081005869704,4.15060443894275,2.001633482676287,5.72639668697426,489.24710743892103,111.0045528273361,1054.4210574686488,29.23953898701361,9.184039556303466,49.49718477698675,6.857966589146349,2.4261132849888023,10.984224310984192,0.21879608946421442,0.10002106946935516,0.5538666721865542,7.12241698699499,6.71341698699499,7.662416986994991,368.29148352836233,148.43530999408972,624.002183159307,22.320806399244795,20.516929587330907,24.24356334489513,0.3189715271904916,0.0826426229539001,1.491916824904618,0.06622266424392181,0.02408096881597157,0.23960563971891713,180.74433806684812,85.32182109815837,510.6313431831254,112.31181877329055,58.551844279985204,259.7635945337034,1.2392342537257255,0.6377925625841734,2.9642483349119355
2065,Future Projection,Petroleum Impact,18,0.047664831728982296,0.0,0.18112636057013276,55.34135089687154,8.439614167879359,110.2034954766033,0.1213454585292312,0.02292080883329923,0.31414990930345416,0.10867225053016666,0.030683929561458826,0.2940543249639805,4.1480534888406275,2.00040328422877,5.7228772592792545,489.5559639392863,111.0746288220422,1055.086702278336,29.287605009583846,9.19913693019829,49.57855175071744,6.869259386783485,2.4301082893411863,11.002311687283338,0.2190341011715251,0.10012987482126862,0.5544691818227749,7.122267085939933,6.713267085939933,7.662267085939933,368.5289267502742,148.53100853675713,624.4044870285953,22.324723652219287,20.520526871771768,24.24782165315475,0.31950939215628954,0.08278197887685684,1.4944325660401,0.06628365428915069,0.024103147014236614,0.23982631279165434,180.99647006648388,85.44084204009286,511.34365596155305,112.43943171420295,58.61837310238364,260.05874776514855,1.2418930180452947,0.6391609399539786,2.9706080991643455
2066,Future Projection,Petroleum Impact,18,0.04772994865394822,0.0,0.18137380488500326,55.381256306971004,8.445699784854595,110.28296075184718,0.12150662291852185,0.022951250995720797,0.31456714600017327,0.1087939627008874,0.030718295350838802,0.29438366377887193,4.145626950043056,1.999233083267517,5.719529476098363,489.84975733038203,111.1412871701578,1055.7198832075767,29.333326824571365,9.213497996479735,49.65595041031264,6.88000142818086,2.433908455032183,11.019516931831102,0.2192605049108947,0.10023337367355184,0.5550423067172934,7.122124495645599,6.713124495645598,7.662124495645599,368.7547897296049,148.6220398064242,624.7871703066527,22.328449858511835,20.52394871458021,24.251872281269897,0.3200210251381646,0.08291453833125174,1.4968256130325976,0.06634166981477402,0.024124243569008736,0.24003622351163695,181.23630544339562,85.55405826219274,512.0212288358413,112.56082089854588,58.68165727582641,260.33950620363566,1.244422112898882,0.6404625807719581,2.976657694054126
2067,Future Projection,Petroleum Impact,18,0.04779188978900881,0.0,0.1816091811982335,55.41921550725438,8.45148860278768,110.35855045988522,0.12165992722779681,0.02298020847636162,0.314964033823074,0.10890973889899683,0.03075098510089323,0.29469694055022677,4.143318754939113,1.9981199536805938,5.716344966229849,490.12922224871613,111.20469455227396,1056.3221835385032,29.376818760329073,9.22715866529385,49.72957429273652,6.890219574037248,2.4375232844554366,11.035883066700665,0.21947586680960002,0.1003318248272457,0.5555874799808731,7.121988859561979,6.712988859561978,7.661988859561979,368.9696372414498,148.70863142868114,625.1511899010054,22.331994335579065,20.527203672145617,24.255725357920735,0.32050770548506924,0.08304063278476793,1.4991019497460742,0.06639685588982482,0.02414431123266357,0.24023589676500254,181.4644439109503,85.66175286398497,512.6657560911077,112.67628986250904,58.74185504371038,260.60657189150146,1.2468278623409672,0.6417007398181512,2.9824122467195937
2068,Future Projection,Petroleum Impact,18,0.047850810019265416,0.0,0.1818330780732086,55.45532341549445,8.456995096738709,110.43045361436042,0.12180575479768191,0.023007753684006583,0.31534156519844314,0.10901986862529532,0.030782080553024567,0.2949949386331522,4.141123131838754,1.9970611120642303,5.713315766740307,490.39505750215125,111.26500951987342,1056.8951093356668,29.418189569350304,9.240153095428195,49.79960749604408,6.8999393750396845,2.4409618165673863,11.051451015753939,0.21968072538456485,0.10042547446151534,0.5561060648306413,7.121859838528216,6.712859838528216,7.661859838528216,369.17400651649734,148.79099992768724,625.4974560502485,22.33536594645988,20.530299883557333,24.259390517805866,0.32097065015137116,0.08316057753921889,1.5012672682080046,0.06644935050823583,0.02416340018481303,0.2404258318388897,181.6814559341488,85.76419513806961,513.2788493812099,112.78612733864739,58.79911693181088,260.860612632074,1.2491162819982549,0.6428785131351019,2.987886146539826
